date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:45	7402/7402	---M-Z	200	added ('OK')	text/css	etag:%221cea-5bbded45c98cb-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/violet.css	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/violet.css	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:45	7391/7391	---M-Z	200	added ('OK')	text/css	etag:%221cdf-5bbded40502f8-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/green.css	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/green.css	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:46	7400/7400	---M-Z	200	added ('OK')	text/css	etag:%221ce8-5bbded4424a6f-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/pink.css	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/pink.css	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:46	7389/7389	---M-Z	200	added ('OK')	text/css	etag:%221cdd-5bbded44af52d-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/red.css	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/red.css	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:46	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260cb6384-4d7%22	https://demo.themesuccess.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Zlyso/demo.themesuccess.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:46	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%2215851-5bbded872eb91-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:46	16939/16939	---M-Z	200	added ('OK')	application/javascript	etag:%22422b-5bbded8bd0446-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/popper.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/popper.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:47	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6a-5bbded833bfba-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/bootstrap.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/bootstrap.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:47	3601/3601	---M-Z	200	added ('OK')	application/javascript	etag:%22e11-5bbded85f6394-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.easing.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.easing.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:47	1266/1266	---M-Z	200	added ('OK')	application/javascript	etag:%224f2-5bbded84dcf96-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.appear.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.appear.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:47	3761/3761	---M-Z	200	added ('OK')	application/javascript	etag:%22eb1-5bbded8566ab5-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.countTo.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.countTo.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:48	1598/1598	---M-Z	200	added ('OK')	application/javascript	etag:%2263e-5bbded8bef846-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/scrollspy.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/scrollspy.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:48	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5bbded87de80f-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.magnific-popup.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/jquery.magnific-popup.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:48	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-5bbded89e8f6a-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/owl.carousel.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/owl.carousel.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:48	13799/13799	---M-Z	200	added ('OK')	application/javascript	etag:%2235e7-5bbded81ba3de-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/aos.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/aos.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:48	11749/11749	---M-Z	200	added ('OK')	application/javascript	etag:%222de5-5bbded8c7a304-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/typed.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/typed.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:49	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:%225b44-5bbded8b66cc7-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/particles.min.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/particles.min.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:49	1015/1015	---M-Z	200	added ('OK')	application/javascript	etag:%223f7-5bbded809b220-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/alert.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/alert.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:49	1742/1742	---M-Z	200	added ('OK')	application/javascript	etag:%226ce-5bbded83ca8f9-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/contact.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/contact.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:49	7170/7170	---M-Z	200	added ('OK')	application/javascript	etag:%221c02-5bd2e5d983446-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/custom.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/custom.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:50	1176/1176	---M-Z	200	added ('OK')	application/javascript	etag:%22498-5bbded8c5fd24-gzip%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/js/switcher.js	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/js/switcher.js	(from https://demo.themesuccess.com/templates/rectcv/layouts/demo_particle_graphic.html)
19:19:50	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jun%202021%2014:19:50%20GMT	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/owl.video.play.png	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/owl.video.play.png	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/owl.carousel.min.css)
19:19:50	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22207aa-5bbded8f8099d%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.eot	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:51	76612/76612	---M--	200	added ('OK')	text/html	etag:%2212b44-5bbded93b7b33%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.woff2	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.html	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:51	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22207aa-5bbded8f8099d%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.eot?	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400d41d.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:51	89824/89824	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215ee0-5bbded927f336%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.woff	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.woff	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:52	132728/132728	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%2220678-5bbded9124859%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.ttf	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.ttf	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:52	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22aec72-5bbded95c228e%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.svg	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-brands-400.svg	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:52	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228656-5bbded948c971%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.eot	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:53	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228656-5bbded948c971%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.eot?	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400d41d.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:53	13584/13584	---M--	200	added ('OK')	text/html	etag:%223510-5bbded971bdcb%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.woff2	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.html	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:53	16800/16800	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2241a0-5bbded9725a0b%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.woff	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.woff	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:54	34092/34092	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22852c-5bbded969130d%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.ttf	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.ttf	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:54	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22233c2-5bbded9673e4d%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.svg	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-regular-400.svg	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:55	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231896-5bbded99bac25%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.eot	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:55	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231896-5bbded99bac25%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.eot?	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900d41d.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:56	79444/79444	---M--	200	added ('OK')	text/html	etag:%2213654-5bbded9ee5ff9%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.woff2	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.html	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:56	103300/103300	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2219384-5bbded9dad7fc%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.woff	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.woff	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:56	202616/202616	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%2231778-5bbded9c2fa9f%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.ttf	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.ttf	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:57	897426/897426	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22db192-5bbdeda041a76%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.svg	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/webfonts/fa-solid-900.svg	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/all.min.css)
19:19:57	51680/51680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22c9e0-5bbdedb228a6c%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons.eot?c5hgx8	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons0fc2.eot	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/style.css)
19:19:57	51492/51492	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22c924-5bbdedb2f5baa%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons.ttf?c5hgx8	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons0fc2.ttf	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/style.css)
19:19:58	51568/51568	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22c970-5bbdedb3362e9%22	https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons.woff?c5hgx8	D:/Zlyso/demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/fonts/MobiriseIcons0fc2.woff	(from https://demo.themesuccess.com/templates/rectcv/layouts/assets/css/mobirise/style.css)
